Date,Equity
1988-06-10,96602.9
1988-06-13,96155.83
1988-06-14,97634.0
1988-06-15,97038.9
1988-06-16,97040.56
1988-06-17,95746.06
1988-06-20,95712.91
1988-06-21,96061.0
1988-06-22,97894.93
1988-06-23,97546.54
1988-06-24,97300.1
1988-06-27,96809.15
1988-06-28,96461.82
1988-06-29,96535.63
1988-06-30,96710.89
1988-07-01,96812.81
1988-07-05,97519.9
1988-07-06,97714.49
1988-07-07,96198.51
1988-07-08,96287.67
1988-07-11,96051.57
1988-07-12,95721.06
1988-07-13,95284.85
1988-07-14,95715.57
1988-07-15,96195.22
1988-07-18,96191.48
1988-07-19,95896.51
1988-07-20,95554.65
1988-07-21,95470.75
1988-07-22,94297.94
1988-07-25,93774.0
1988-07-26,94096.71
1988-07-27,93997.24
1988-07-28,94249.29
1988-07-29,96176.28
1988-08-01,96450.23
1988-08-02,96759.8
1988-08-03,96667.83
1988-08-04,96939.19
1988-08-05,96139.68
1988-08-08,96329.38
1988-08-09,95531.2
1988-08-10,94227.0
1988-08-11,92919.48
1988-08-12,92977.01
1988-08-15,92840.79
1988-08-16,92861.94
1988-08-17,92590.33
1988-08-18,92911.51
1988-08-19,92739.16
1988-08-22,92191.52
1988-08-23,91188.66
1988-08-24,92337.65
1988-08-25,92337.62
1988-08-26,91992.42
1988-08-29,92839.45
1988-08-30,93055.45
1988-08-31,93272.23
1988-09-01,92471.51
1988-09-02,93663.65
1988-09-06,94028.71
1988-09-07,94393.79
1988-09-08,94238.66
1988-09-09,94843.64
1988-09-12,94624.73
1988-09-12,93622.53
1988-09-13,93549.37
1988-09-14,94259.62
1988-09-15,94367.34
1988-09-16,94725.4
1988-09-19,94668.71
1988-09-20,94466.61
1988-09-21,94665.17
1988-09-22,94643.41
1988-09-23,94548.06
1988-09-26,94366.49
1988-09-27,94213.14
1988-09-28,94115.59
1988-09-29,95489.4
1988-09-30,96134.05
1988-10-03,95102.66
1988-10-04,95060.7
1988-10-05,95289.5
1988-10-06,95266.32
1988-10-07,97248.44
1988-10-11,97305.93
1988-10-12,97199.06
1988-10-13,96467.21
1988-10-14,96878.45
1988-10-17,96752.77
1988-10-18,97707.01
1988-10-19,98104.91
1988-10-20,98925.05
1988-10-21,99196.45
1988-10-24,99297.69
1988-10-25,98910.36
1988-10-26,98798.99
1988-10-27,98402.87
1988-10-28,97739.6
1988-10-31,97705.49
1988-11-01,97768.17
1988-11-02,97726.27
1988-11-03,98047.0
1988-11-04,97639.61
1988-11-07,96632.47
1988-11-08,96454.67
1988-11-09,96228.1
1988-11-10,95956.05
1988-11-14,94174.0
1988-11-15,93999.64
1988-11-16,93882.92
1988-11-17,92914.78
1988-11-18,93259.78
1988-11-21,93207.27
1988-11-22,93687.75
1988-11-23,94283.52
1988-11-25,94087.31
1988-11-28,94080.36
1988-11-29,94892.45
1988-11-30,95955.73
1988-12-01,95725.73
1988-12-02,95303.77
1988-12-05,96392.62
1988-12-06,97184.46
1988-12-07,97574.74
1988-12-08,97267.05
1988-12-09,97158.85
1988-12-12,97507.32
1988-12-13,96705.41
1988-12-14,96631.6
1988-12-15,96390.77
1988-12-16,96622.32
1988-12-19,97675.61
1988-12-20,98073.16
1988-12-21,97159.58
1988-12-22,97180.49
1988-12-23,97214.48
1988-12-27,97249.16
1988-12-28,97060.77
1988-12-29,97713.16
1988-12-30,97838.83
1989-01-03,97120.64
1989-01-04,97828.89
1989-01-05,98442.29
1989-01-06,98634.03
1989-01-09,98574.51
1989-01-10,98466.41
1989-01-10,96107.35
1989-01-11,96245.86
1989-01-12,97137.16
1989-01-13,96963.82
1989-01-17,96965.6
1989-01-18,97895.34
1989-01-19,98245.87
1989-01-20,97953.1
1989-01-23,98273.64
1989-01-24,98448.36
1989-01-25,98672.76
1989-01-26,99853.98
1989-01-27,101031.85
1989-01-30,100707.85
1989-01-31,101518.57
1989-02-01,101797.24
1989-02-02,101657.12
1989-02-03,101568.43
1989-02-06,101339.86
1989-02-07,102481.98
1989-02-08,102560.39
1989-02-09,101954.67
1989-02-10,101026.5
1989-02-13,100008.05
1989-02-14,100450.39
1989-02-15,100467.25
1989-02-16,100715.44
1989-02-17,101386.49
1989-02-21,101359.12
1989-02-22,101001.06
1989-02-23,99662.87
1989-02-24,99666.18
1989-02-27,98328.56
1989-02-28,98770.39
1989-03-01,99062.39
1989-03-02,99074.71
1989-03-03,99367.44
1989-03-06,100604.06
1989-03-07,100723.29
1989-03-08,100879.71
1989-03-09,100562.92
1989-03-10,100303.99
1989-03-13,101070.22
1989-03-14,101107.65
1989-03-15,101274.49
1989-03-16,102367.17
1989-03-17,102184.05
1989-03-20,99887.95
1989-03-21,99781.94
1989-03-22,99467.34
1989-03-23,99484.54
1989-03-27,99163.95
1989-03-28,99758.73
1989-03-29,99904.98
1989-03-30,100261.47
1989-03-31,100656.9
1989-04-03,101365.12
1989-04-04,101147.5
1989-04-05,101157.68
1989-04-06,101091.56
1989-04-07,101561.47
1989-04-10,101669.61
1989-04-11,101984.82
1989-04-12,102304.83
1989-04-13,102029.44
1989-04-14,102841.52
1989-04-17,103055.81
1989-04-18,104500.84
1989-04-19,104987.77
1989-04-20,105081.21
1989-04-21,105643.76
1989-04-24,105642.14
1989-04-25,105656.06
1989-04-26,104855.35
1989-04-27,105928.63
1989-04-28,105655.73
1989-05-01,105652.17
1989-05-02,105927.81
1989-05-03,105270.02
1989-05-04,105229.12
1989-05-05,106009.58
1989-05-08,104959.94
1989-05-09,104748.39
1989-05-10,104496.18
1989-05-10,101752.01
1989-05-11,102112.79
1989-05-12,104271.57
1989-05-15,105029.53
1989-05-16,105027.63
1989-05-17,105617.4
1989-05-18,105809.03
1989-05-19,106756.78
1989-05-22,107313.49
1989-05-23,106958.03
1989-05-24,106017.19
1989-05-25,106169.28
1989-05-26,106828.47
1989-05-30,107140.91
1989-05-31,106733.14
1989-06-01,107153.91
1989-06-02,108168.98
1989-06-05,108270.26
1989-06-06,107790.04
1989-06-07,108754.6
1989-06-08,108748.11
1989-06-09,108730.2
1989-06-12,108518.9
1989-06-13,108370.43
1989-06-14,107921.24
1989-06-15,107571.62
1989-06-16,106753.01
1989-06-19,106927.06
1989-06-20,107221.91
1989-06-21,106919.73
1989-06-22,107075.63
1989-06-23,108954.01
1989-06-26,109003.95
1989-06-27,109348.8
1989-06-28,109100.9
1989-06-29,108234.55
1989-06-30,106301.76
1989-07-03,106070.11
1989-07-05,106714.95
1989-07-06,106824.04
1989-07-07,108255.59
1989-07-10,108653.0
1989-07-11,109757.83
1989-07-12,109747.57
1989-07-13,109740.72
1989-07-14,110244.19
1989-07-17,110618.55
1989-07-18,110425.45
1989-07-19,111517.5
1989-07-20,112070.51
1989-07-21,111576.53
1989-07-24,111573.51
1989-07-25,111702.54
1989-07-26,112286.52
1989-07-27,113597.13
1989-07-28,113915.5
1989-07-31,114950.28
1989-08-01,115583.43
1989-08-02,114372.38
1989-08-03,114663.93
1989-08-04,114730.05
1989-08-07,116057.91
1989-08-08,116197.22
1989-08-09,116582.0
1989-08-10,116177.19
1989-08-11,116641.41
1989-08-14,114737.01
1989-08-15,114601.02
1989-08-16,115045.52
1989-08-17,115052.11
1989-08-18,114932.6
1989-08-21,115005.52
1989-08-22,113346.63
1989-08-23,114524.54
1989-08-24,116755.0
1989-08-25,117154.91
1989-08-28,116942.23
1989-08-29,116952.39
1989-08-30,117002.13
1989-08-31,116729.99
1989-09-01,117542.88
1989-09-05,117619.14
1989-09-06,117098.41
1989-09-07,116351.79
1989-09-08,115976.82
1989-09-11,115837.4
1989-09-11,112877.81
1989-09-12,113103.24
1989-09-13,113310.59
1989-09-14,111864.0
1989-09-15,111686.52
1989-09-18,112258.51
1989-09-19,112685.66
1989-09-20,112395.33
1989-09-21,112776.13
1989-09-22,112487.54
1989-09-25,112320.74
1989-09-26,112309.11
1989-09-27,111809.12
1989-09-28,112821.8
1989-09-29,113369.19
1989-10-02,113588.19
1989-10-03,114791.64
1989-10-04,115681.67
1989-10-05,115726.16
1989-10-06,116184.48
1989-10-10,116630.75
1989-10-11,116208.69
1989-10-12,115519.2
1989-10-13,115100.77
1989-10-16,111041.79
1989-10-17,111032.35
1989-10-18,111205.58
1989-10-19,112951.1
1989-10-20,112543.8
1989-10-23,112743.2
1989-10-24,111664.09
1989-10-25,111560.91
1989-10-26,110917.25
1989-10-27,109462.91
1989-10-30,109163.25
1989-10-31,110393.04
1989-11-01,110674.3
1989-11-02,110501.87
1989-11-03,110009.19
1989-11-06,109353.1
1989-11-07,108456.37
1989-11-08,109930.09
1989-11-09,109711.26
